Flight_Time_(s),Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z
0.938,-12.7,176.4,-10.7,-1.2,21.23,0.12
0.94,-16.5,178.7,-12,-1.55,21.43,0.17
0.942,-13.1,181,-15.6,-1.35,21.08,0.01
0.944,-16.9,177,-14.3,-1.39,21.48,0.24
0.946,-14.1,181.9,-14.5,-1.53,20.97,0.28
0.948,-12.2,184.2,-11.7,-1.28,21.48,-0.31
0.95,-13,183.2,-12.8,-1.56,21.2,0.4
0.952,-16.5,186.2,-12.4,-1.27,21.33,0
0.954,-18.4,188.2,-14.7,-1.62,21.37,0.32
0.956,-15.1,186.9,-10.3,-1.37,21.26,-0.06
0.958,-12.7,196,-11.7,-1.54,21.44,0.27
0.96,-15.8,197,-9.3,-1.23,21.28,-0.15
0.962,-13.5,192.8,-12.6,-1.39,21.16,0.48
0.964,-14.9,200,-8.3,-1.36,21.24,0.1
0.966,-13.8,199.2,-8.7,-1.47,21.25,0.29
0.968,-15.6,201.3,-10.6,-1.07,21.37,0.04
0.97,-14.1,202.3,-9.3,-1.41,21.37,0.45
0.972,-14,206.7,-9.2,-1.2,21.27,0.07
0.974,-14.7,203.5,-8.2,-1.36,21.33,0.35
0.976,-17.4,209.6,-8.9,-1.2,21.15,0.12
0.978,-12.1,211.2,-7,-1.36,21.46,0.17
0.98,-15.5,215.8,-8,-1.26,21.38,0.14
0.982,-17,211.2,-6.8,-1.31,21.38,0.18
0.984,-17.9,215,-8.1,-1.31,21.28,0.14
0.986,-15.6,213.6,-5.9,-1.12,21.52,0
0.988,-17.4,216.5,-8.6,-1.33,21.3,0.26
0.99,-16.9,219.9,-5.4,-1.26,21.48,0.21
0.992,-18.4,221.2,-4.7,-1.17,21.35,-0.02
0.994,-15.6,221.6,-6.9,-1.27,21.46,0.24
0.996,-14.2,223,-3.7,-1.29,21.39,0.2
0.998,-20.1,226.5,-4.9,-1.39,21.66,0.07
1,-18.4,226.5,-5.4,-1.37,21.47,0.34
1.002,-14.8,234.2,-2.1,-1.17,21.75,0.23
1.004,-14.9,232.3,-0.5,-1.37,21.47,0.17
1.006,-20.3,231.2,-1.5,-1.41,21.52,0.19
1.008,-21.8,231.3,-3.6,-1.2,21.6,0.27
1.01,-19.2,239.1,-2.9,-1.4,21.57,0.21
1.012,-18.8,236.8,-1.3,-1.4,21.71,0.24
1.014,-19.8,242.2,-1,-1.15,21.79,0.2
1.016,-15,245.9,-1.4,-1.37,21.32,0.23
1.018,-16.1,245.9,3.4,-1.09,21.72,0.2
1.02,-22.8,247.2,1.4,-1.16,21.54,0.24
1.022,-18.8,248.7,0.8,-1.13,21.5,-0.11
1.024,-17.2,248.1,0.6,-1.36,21.59,0.33
1.026,-17.1,250.9,1.4,-1.16,21.54,0.12
1.028,-22,250.9,1.4,-1.43,21.59,0.09
1.03,-22.1,251.5,2,-1.31,21.71,0.37
1.032,-22.1,252.4,2.5,-1.1,21.77,0.18
1.034,-19,263.4,2.2,-1.21,21.66,-0.07
1.036,-20.7,258.7,3.6,-1.24,21.74,0.03
1.038,-20.6,261.4,1.1,-1.27,21.66,0.22
1.04,-19.6,264.1,3.6,-1.34,21.73,0.03
1.042,-18.8,267.8,3.2,-1.43,21.53,0.33
1.044,-18.4,266,6.7,-1.25,21.7,-0.07
1.046,-20.3,264.2,4.6,-1.46,21.6,0.16
1.048,-24.2,266.7,4.8,-1.23,21.82,0.08
1.05,-21.2,270.6,5.8,-1.27,21.65,0.05
1.052,-23.4,269.7,6.3,-1.43,21.74,0.25
1.054,-21.1,274.9,3.9,-1.32,21.81,0.28
1.056,-24.4,272.8,5.6,-1.23,21.94,0.16
1.058,-17.5,277.9,6.9,-1.52,21.72,0.23
1.06,-20.3,275.3,7.1,-1.28,21.82,0.39
1.062,-22,279.7,6.6,-1.44,21.63,0.33
1.064,-19.5,280.4,7.7,-1.31,21.86,0.13
1.066,-23.9,279.3,4.7,-1.2,21.67,0.34
1.068,-23.7,284.3,6.7,-1.3,21.96,0.25
1.07,-21.9,282.3,9.7,-1.19,21.87,-0.06
1.072,-21.9,288.4,11.1,-1.25,22.02,0.41
1.074,-26.1,293.9,11.2,-1.11,22.01,0.06
1.076,-24.6,287.7,7.8,-1.28,21.95,0.07
1.078,-21.6,295.4,10.3,-1.08,21.82,0.17
1.08,-23.5,295,10.9,-1.41,22.02,0.18
1.082,-22.5,293.4,8,-1.36,21.61,0
1.084,-23.1,297.4,14.7,-1.23,22,0.26
1.086,-28.2,295.6,11.9,-1.29,21.89,0.28
1.088,-24.7,299.8,11.1,-1.47,21.99,-0.02
1.09,-23,303.3,11.1,-1.16,22.05,0.18
1.092,-26.5,304.8,14.4,-1.42,22,0.23
1.094,-22.3,304.7,9,-1.47,21.89,0.06
1.096,-22.1,305.6,11.4,-1.22,22.07,-0.02
1.098,-27.2,298.9,11.1,-1.58,21.84,0.4
1.1,-27.8,311.1,13,-1.3,22.05,-0.06
1.102,-27.5,308.4,14.6,-1.5,21.88,-0.04
1.104,-23.5,301.9,13,-1.56,21.88,0.35
1.106,-30.4,310.2,14.5,-1.38,21.98,-0.09
1.108,-28.5,311,13.1,-1.34,22.03,0.04
1.11,-27.7,312.3,13,-1.56,22.03,0.31
1.112,-28.3,314.2,13.4,-1.48,21.96,0.17
1.114,-23,321.8,9.3,-1.34,22.09,0.01
1.116,-19.4,320.4,15.5,-1.43,22,0.28
1.118,-32.2,317.9,15.4,-1.21,22.24,0
1.12,-24.5,321.6,15.1,-1.49,22.08,0.04
1.122,-30.9,322.4,14.8,-1.4,22.16,0.19
1.124,-23.3,323.8,16.4,-1.3,22.21,-0.01
1.126,-25.9,323.6,11.3,-1.49,22.08,0
1.128,-21.2,329.6,16,-1.51,22.1,0.12
1.13,-28.4,324.2,15,-1.42,22.07,0
1.132,-32.5,323.8,15,-1.39,22.17,0.06
1.134,-28.6,331.7,14.7,-1.38,22.22,0.02
1.136,-24.6,328.7,14.5,-1.4,22.12,-0.1
1.138,-26.6,333.4,13.5,-1.42,22.14,0.02
1.14,-29.1,334.6,14.8,-1.28,22.22,-0.06
1.142,-33,333,10.4,-1.5,22.19,0.15
1.144,-26.1,331.8,17,-1.59,22.1,-0.06
1.146,-28.6,334,15.5,-1.61,22.12,0.01
1.148,-23.6,337.2,14.8,-1.5,22.26,0.05
1.15,-27.2,337.2,16,-1.43,22.22,0.06
1.152,-30.8,333,14.1,-1.63,22.19,-0.19
1.154,-25.1,339.5,15.1,-1.61,22,0.01
1.156,-29.1,337.8,16.3,-1.53,22.28,0.04
1.158,-30.5,339.9,16.5,-1.57,22.19,-0.11
1.16,-22.7,337.1,17.2,-1.71,22.15,0.01
1.162,-32.8,337.1,16.3,-1.47,22.2,0.05
1.164,-29.7,344.9,16.5,-1.58,22.24,0.02
1.166,-31.7,342.8,11.8,-1.57,22.14,-0.06
1.168,-23,345.4,14.7,-1.52,22.34,0.15
1.17,-17.9,343.6,20.2,-1.51,22.03,-0.1
1.172,-32.6,346.1,14.4,-1.48,22.4,-0.11
1.174,-28.8,343.2,13.6,-1.6,22.14,-0.07
1.176,-25.3,348.8,15.2,-1.71,22.3,-0.03
1.178,-22.2,348.8,16.4,-1.48,22.38,-0.34
1.18,-24.6,341.8,14.8,-1.45,22.3,-0.26
1.182,-27.7,352.4,15.3,-1.63,22.21,-0.03
1.184,-25.8,347.4,15.6,-1.47,22.35,-0.25
1.186,-20.3,348.9,15.9,-1.54,22.19,-0.23
1.188,-32,345.5,12.8,-1.51,22.31,-0.13
1.19,-31.7,349.5,12.3,-1.73,22.19,0.18
1.192,-29.2,350.9,11.8,-1.55,22.32,-0.29
1.194,-22.8,351,17.8,-1.5,22.31,0.04
1.196,-27,352,13.8,-1.61,22.28,0.04
1.198,-27.2,351.3,15.4,-1.59,22.32,-0.32
1.2,-28.1,351.7,15.7,-1.69,22.28,-0.27
1.202,-30.7,349.3,13.6,-1.6,22.31,-0.12
1.204,-27.2,349.7,13.7,-1.51,22.44,-0.26
1.206,-24.7,351.9,14.6,-1.85,22.23,-0.14
1.208,-24,354.2,14.6,-1.88,22.36,-0.15
1.21,-25.4,355.3,15,-1.73,22.3,-0.28
1.212,-25.4,354.6,14.5,-1.9,22.36,-0.2
1.214,-27.9,357,12.7,-1.77,22.43,-0.08
1.216,-18.5,354.2,15.1,-1.64,22.33,-0.38
1.218,-22.2,355.5,16.6,-1.67,22.25,-0.14
1.22,-27.7,356,7.3,-1.77,22.31,-0.25
1.222,-23.7,352.1,12.1,-1.91,22.34,-0.05
1.224,-15.9,357,15.6,-1.7,22.22,-0.2
1.226,-22.3,355.1,13.1,-1.88,22.27,-0.01
1.228,-18.7,356.2,16.9,-1.71,22.29,-0.2
1.23,-22.1,354.5,14,-1.9,22.42,-0.06
1.232,-18.9,352.1,12.8,-1.71,22.38,-0.21
1.234,-22.5,347.6,7.8,-1.78,22.43,-0.23
1.236,-30.8,357.4,4.1,-1.6,22.27,-0.19
1.238,-27,349.3,13.2,-1.73,22.36,-0.31
1.24,-20.2,356.7,12.7,-1.6,22.29,-0.15
1.242,-15.3,358.1,14.4,-1.86,22.3,-0.33
1.244,-24,349.3,11.1,-1.76,22.26,-0.19
1.246,-21.6,356,7.4,-1.76,22.31,-0.34
1.248,-13.1,359.8,10.7,-1.7,22.37,-0.1
1.25,-15.4,359.8,15.8,-1.88,22.25,-0.39
1.252,-21.7,349.1,11.2,-1.71,22.55,-0.09
1.254,-25.1,355.1,11.6,-1.66,22.47,-0.39
1.256,-20.8,351.2,8.7,-1.82,22.25,-0.11
1.258,-19.8,359.9,12,-1.67,22.52,-0.31
1.26,-16.4,359.1,7.5,-1.85,22.22,-0.09
1.262,-17,353.7,12.3,-1.88,22.45,-0.28
1.264,-17,362.4,12,-1.78,22.42,-0.13
1.266,-19.1,353.9,15.3,-1.69,22.56,-0.45
1.268,-12.6,351.9,11.9,-1.89,22.31,-0.1
1.27,-15.3,354.1,9,-1.8,22.47,-0.37
1.272,-17.4,360.3,10,-1.62,22.39,-0.33
1.274,-20.7,354.6,7.7,-1.91,22.36,-0.3
1.276,-10,363.4,8.1,-1.81,22.29,-0.19
1.278,-18.2,364.4,11.8,-1.68,22.34,-0.22
1.28,-8.6,358,12.7,-1.64,22.4,-0.27
1.282,-17,360,5.2,-2.05,22.18,-0.09
1.284,-7.4,360.7,13.9,-2.07,22.36,-0.01
1.286,-14.8,354.2,11,-1.74,22.47,-0.34
1.288,-13.3,360.9,3.8,-1.95,22.35,-0.11
1.29,-11.4,363.8,5.7,-1.94,22.36,-0.1
1.292,-11.2,364.5,11.6,-1.64,22.44,-0.27
1.294,-5.7,371,7.6,-1.5,22.39,-0.07
1.296,0.8,368.2,8.5,-1.98,22.29,0
1.298,-12.3,364.3,8.5,-1.85,22.28,-0.01
1.3,-11,367.1,7.2,-1.74,22.45,0.07
1.302,-4.6,360,8.5,-1.89,22.39,-0.01
1.304,-10.7,372.3,16.1,-1.66,22.46,-0.19
1.306,-14.8,364.5,8.8,-1.67,22.4,0.06
1.308,-15.3,369.7,8.3,-1.83,22.34,0
1.31,-13.7,369.8,10.6,-1.81,22.46,-0.1
1.312,-6,369.8,7.3,-1.96,22.22,0.07
1.314,-3.2,371.4,8.1,-1.86,22.46,-0.06
1.316,-16.5,368.6,3.7,-1.88,22.41,-0.04
1.318,-5.6,370.3,9.6,-1.83,22.44,-0.01
1.32,-16.5,372.7,8.6,-1.77,22.4,-0.2
1.322,-9.7,373.7,7,-1.75,22.45,0
1.324,-3.8,365.7,13,-1.76,22.6,0.1
1.326,-8.9,381.5,10.7,-1.78,22.5,0.08
1.328,-12.1,376.8,9.4,-2.13,22.26,-0.07
1.33,-3.2,364.8,9.7,-2.05,22.42,0.11
1.332,-2.4,375.5,14.1,-1.78,22.57,-0.03
1.334,-6.5,379.1,10.9,-1.81,22.46,0.09
1.336,-4.6,378,6.9,-1.91,22.42,0.02
1.338,-3.6,386.1,8.4,-1.89,22.5,-0.04
1.34,-4.8,388.5,7.5,-1.84,22.41,0.17
1.342,-3.9,377.4,8.1,-1.72,22.42,-0.06
1.344,-12,388.7,4.2,-2,22.53,0.1
1.346,-11.7,379.1,6.4,-1.91,22.44,0.17
1.348,-7.8,386.1,11.3,-1.89,22.55,0.16
1.35,-7.3,386.8,8.3,-1.95,22.52,-0.01
1.352,-6.2,391.7,5.3,-1.92,22.46,0.44
1.354,-3.8,390.6,10.6,-1.92,22.49,0.13
1.356,-11.4,389,7.9,-2.09,22.41,0.03
1.358,-17.4,388.9,1.5,-1.92,22.57,0.3
1.36,-7,387.8,9.7,-1.89,22.41,0.18
1.362,-15.7,397.6,0.6,-2.05,22.52,0.29
1.364,-11.9,393.5,1.8,-2.08,22.39,0.16
1.366,-8.7,394.1,3.1,-2.11,22.58,0.47
1.368,-6.8,401.1,1.8,-2.17,22.25,0.14
1.37,-10,395.2,3.2,-2.2,22.49,0.3
1.372,-8.8,397,3.2,-2.01,22.49,0.27
1.374,-19.5,401.5,-0.7,-2.15,22.47,0.2
1.376,-10.7,403.6,2.5,-2.13,22.54,0.4
1.378,-10.8,399.9,5.7,-2.11,22.52,0.01
1.38,-2.9,408.3,4.8,-2.18,22.45,0.24
1.382,-4.6,399.3,10.7,-2.17,22.37,0.28
1.384,-9.4,413,5.2,-2.19,22.4,0.39
1.386,-4.9,407,4.1,-2.2,22.35,-0.03
1.388,-11.8,402.4,0.7,-2.21,22.32,0.22
1.39,-18.9,408,0.6,-2.12,22.44,0.31
1.392,-11.9,412.7,-0.5,-2.07,22.6,0.34
1.394,-1.9,405.8,2.6,-2.27,22.37,0.24
1.396,-17.1,402.2,-5,-2.25,22.46,0.23
1.398,-3,421,1.5,-1.99,22.46,0.02
1.4,-4.4,412.5,6.4,-2.28,22.48,0.59
1.402,-10.3,412.9,3.9,-2.14,22.41,0.17
1.404,-3.2,416.5,-1.4,-2.16,22.56,0.38
1.406,-4.9,420.9,-2.5,-2.31,22.33,0.5
1.408,-3.1,424.9,0.4,-2.17,22.51,0.03
1.41,-2,423.3,2.5,-2.21,22.28,0.53
1.412,-6.8,416.3,5.5,-2.22,22.53,0.56
1.414,-1.6,417.3,5.2,-2.14,22.44,0
1.416,-6.3,428.3,-2.9,-2.25,22.59,0.63
1.418,-10.1,425.8,-7.9,-2.05,22.45,0.38
1.42,-8.3,424.4,1.5,-1.93,22.6,0.23
1.422,-13.6,426.5,-6.1,-2.31,22.32,0.59
1.424,-11.8,423.6,-3.1,-1.88,22.48,0.03
1.426,-0.4,431.4,-1.1,-2.02,22.48,0.18
1.428,-2.8,425.6,-0.2,-1.95,22.58,0.61
1.43,-6,425.6,-5.8,-2.11,22.45,0.37
1.432,-0.7,440.5,0.6,-2.12,22.37,0.17
1.434,-5.6,423.7,-5.1,-2.18,22.55,0.43
1.436,-12.3,425.7,-12.3,-2.05,22.41,0.35
1.438,-11.4,426,-8.1,-2.18,22.44,0.6
1.44,-15.6,423.7,-5.8,-2.14,22.4,0.52
1.442,-9.3,428.9,-10.4,-2.18,22.42,0.47
1.444,-9.4,432.1,-4.7,-2.06,22.32,0.29
1.446,-9.6,416.2,-0.7,-2.17,22.38,0.53
1.448,-14.2,422.1,-12.6,-2.26,22.36,0.32
1.45,-6.6,421.9,-7.9,-2.25,22.39,0.34
1.452,-7.2,417.6,-12.8,-2.15,22.54,0.54
1.454,-0.8,430.3,-11.6,-2.17,22.46,0.48
1.456,-6.8,415.3,-11.1,-2.15,22.37,0.38
1.458,-2.3,423.1,-6.4,-2.17,22.54,0.69
1.46,-2.1,420.4,-8.1,-2.04,22.54,0.3
1.462,-10.2,413.4,-7.5,-2.02,22.43,0.33
1.464,-12.2,420.8,-7.2,-1.91,22.51,0.51
1.466,-10.4,418.6,-13.4,-1.95,22.39,0.28
1.468,0.7,420.1,-9.8,-1.94,22.36,0.23
1.47,-15.5,407.8,-11.2,-1.88,22.49,0.41
1.472,-2.9,413.4,-8.2,-1.78,22.46,0.39
1.474,-3.1,405.7,-12.6,-1.84,22.49,0.54
1.476,3.9,408.8,-7.9,-1.95,22.34,0.57
1.478,-5.1,406,-11.2,-1.74,22.41,0.43
1.48,-0.6,406,-7.5,-1.85,22.23,0.53
1.482,-3.7,400.1,-5.6,-1.84,22.44,0.61
1.484,6,405.3,-7,-1.82,22.24,0.31
1.486,-16.7,393.6,-13.4,-1.94,22.36,0.8
1.488,-17.6,395.6,-9.5,-1.89,22.39,0.75
1.49,-4.3,391.3,-5.6,-1.79,22.29,0.3
1.492,-3.4,388.9,-7.6,-1.92,22.43,0.92
1.494,-3.4,388.7,-9.3,-1.96,22.26,0.76
1.496,-19.1,387.3,-10.7,-1.95,22.27,0.66
1.498,-4.3,383.2,-12.1,-1.93,22.37,0.71
1.5,-0.2,383.6,-12.8,-1.83,22.24,0.65
1.502,3,383.1,-4.3,-1.81,22.31,0.65
1.504,-1.3,389.9,-6.4,-1.62,22.43,0.64
1.506,-6.7,378.4,-10.3,-1.97,22.13,0.65
1.508,-1.6,381.2,-9.3,-1.8,22.29,0.64
1.51,-4.9,373.7,-7.4,-1.76,22.25,0.55
1.512,-13.2,363.1,-15.8,-1.63,22.33,0.74
1.514,-1.9,379.8,-10.7,-1.53,22.36,0.84
1.516,-4.4,380.1,0.7,-1.85,22.21,0.74
1.518,-13.8,366.5,-6.8,-1.56,22.21,0.59
1.52,-3.8,375.7,-9.6,-1.66,22.29,0.7
1.522,-2.5,367.2,-9.8,-1.53,22.16,0.71
1.524,3.4,363.5,-7.2,-1.49,22.17,0.5
1.526,-0.2,373.2,-9.3,-1.49,22.17,0.74
1.528,-17.6,361.4,-19.8,-1.59,22.12,0.52
1.53,-11.1,359.1,-9.5,-1.63,22.13,0.71
1.532,-2.5,363.3,0.4,-1.68,22.08,0.59
1.534,-13.9,361.2,-12.1,-1.64,22.05,0.89
1.536,-0.6,358.3,-4.6,-1.54,21.97,0.71
1.538,-17.3,351.3,-9.6,-1.63,21.91,0.78
1.54,-9,370.1,-14.2,-1.44,22.06,1.02
1.542,-11.1,352.1,-6.3,-1.72,22,0.93
1.544,-3.6,359.2,-3,-1.42,21.95,0.98
1.546,-17,337.1,1.2,-1.67,21.87,0.97
1.548,-17.8,341.8,-8.3,-1.52,21.84,0.85
1.55,0.9,351.3,-2.3,-1.55,21.99,0.96
1.552,-8.5,345.5,-6.8,-1.56,21.9,1.04
1.554,-6.5,356.1,-8.4,-1.49,21.87,1.02
1.556,-10.7,358.4,2.2,-1.5,22.04,0.9
1.558,-5.4,345.5,-1.7,-1.64,21.75,0.89
1.56,-15.3,352.1,0.1,-1.53,21.98,0.9
1.562,-5.5,352.7,1.9,-1.58,21.82,0.97
1.564,-16.8,343.5,0.9,-1.52,21.94,0.97
1.566,-11.2,345.4,-5.4,-1.47,21.9,0.9
1.568,-24.9,348.6,-11.9,-1.64,21.81,0.7
1.57,-17.4,342.5,-3.9,-1.47,21.94,0.92
1.572,-13.2,347.1,-4.7,-1.61,21.71,0.95
1.574,-10.2,360.3,-0.7,-1.47,21.71,0.86
1.576,-21.9,328,7.4,-1.56,21.73,0.94
1.578,-19.8,339.8,-6.4,-1.63,21.58,0.95
1.58,-20.7,344.7,-10.3,-1.62,21.72,0.99
1.582,-14.8,335.6,-8.2,-1.61,21.59,0.81
1.584,-18.8,347.5,1.5,-1.53,21.67,0.9
1.586,-32.6,321.3,-3,-1.63,21.68,0.78
1.588,-27.7,336.7,-8.5,-1.65,21.56,0.82
1.59,-30.5,346.4,0.6,-1.68,21.56,0.8
1.592,-10.6,336.4,-3.8,-1.69,21.65,0.73
1.594,-24.4,332.5,-13.1,-1.8,21.57,0.78
1.596,-25.5,343.2,6.8,-1.51,21.8,0.81
1.598,-26,330,3.4,-1.64,21.67,0.71
1.6,-19.3,341.5,-2.3,-1.67,21.56,0.74
1.602,-24,329.7,2,-1.56,21.58,0.74
1.604,-19.9,327.3,4.8,-1.53,21.74,0.75
1.606,-6.9,337.3,-4.2,-1.51,21.45,0.46
1.608,-19.6,339.5,-11.2,-1.57,21.59,0.87
1.61,-23.6,330.6,5.1,-1.52,21.58,0.82
1.612,-32.8,325,0,-1.42,21.62,0.67
1.614,-30.4,330.3,-0.5,-1.45,21.5,0.92
1.616,-32.1,319.6,1.2,-1.45,21.6,0.72
1.618,-23.4,325.2,5,-1.5,21.51,0.42
1.62,-26,316.5,-7.3,-1.43,21.5,0.8
1.622,-28.4,310.6,-11.5,-1.55,21.56,0.71
1.624,-37.9,318.5,-5.6,-1.56,21.47,0.67
1.626,-17.9,331.1,0.1,-1.72,21.51,0.76
1.628,-19.5,308.2,0.6,-1.64,21.35,0.39
1.63,-36.8,303.9,-1.4,-1.81,21.37,0.65
1.632,-42.2,315.6,-18.1,-1.71,21.31,0.55
1.634,-14.5,320,-6.2,-1.81,21.31,0.55
1.636,-9.5,322,1.8,-1.64,21.44,0.48
1.638,-20,319.8,2.5,-1.65,21.34,0.19
1.64,-15.9,297.5,-1.8,-1.71,21.27,0.59
1.642,-22.6,299.7,2.5,-1.59,21.24,0.33
1.644,-10,308.4,9.4,-1.42,21.24,0.27
1.646,-8.1,302,-5.6,-1.59,21.2,0.23
1.648,-20.4,305.6,-8.3,-1.54,21.39,0.31
1.65,-21.5,304.8,2,-1.42,21.15,-0.13
1.652,-17.2,295.6,-1.2,-1.66,21.26,0.21
1.654,-11.4,285.3,2.5,-1.32,21.39,0.23
1.656,-24.9,295.4,-1.6,-1.4,21.33,0.28
1.658,-16,283.2,6.7,-1.44,21.04,0.06
1.66,-30.5,277,-6.1,-1.12,21.29,0.44
1.662,-28.9,278.2,-3.5,-1.59,21.11,0.3
1.664,-21.7,280.9,-2.8,-1.39,21.22,0.42
1.666,-17.6,271.8,0,-1.46,21.34,0.58
1.668,-37.7,272.5,-2.7,-1.58,21.19,0.51
1.67,-21.6,275.2,2.1,-1.37,21.31,0.2
1.672,-19.8,263.6,1.4,-1.45,21.14,0.41
1.674,-14.4,278.3,-4.7,-1.77,21.04,0.46
1.676,-10.4,266.6,1.8,-1.42,21.18,0.47
1.678,-26.9,249.3,0.4,-1.49,21.06,0.34
1.68,-20.5,280.1,2,-1.45,21.19,0.51
1.682,-8.3,264.5,1.3,-1.35,21.09,0.32
1.684,-16.6,254.2,-1.9,-1.57,21.11,0.25
1.686,-19.5,266.6,2,-1.67,21.11,-0.02
1.688,-13.7,256.7,-1.6,-1.72,21.02,0.45
1.69,-6.9,245.7,0,-1.56,21.14,0.32
1.692,-12.9,261.6,-3.3,-1.47,20.88,0.02
1.694,-16.3,255.1,-2,-1.59,21.16,0.24
1.696,-21.4,231.6,0.6,-1.56,20.81,0.08
1.698,-5.5,265.9,2.9,-1.45,21.06,0.08
1.7,-13,255.7,4.2,-1.58,20.93,0.24
1.702,-14.2,236.3,5.1,-1.12,21.27,0.1
1.704,-14.7,246.7,-5.1,-1.49,20.94,0.21
1.706,-11.8,241.8,-4.1,-1.57,20.85,0.12
1.708,-6.5,242.2,4.9,-1.39,21.07,0.69
1.71,-17.4,240.4,-2.8,-1.37,20.85,0.3
1.712,-6.4,235.2,0.4,-1.54,20.93,0.6
1.714,3.2,223.2,9,-1.46,20.84,0.52
1.716,-14.4,238.4,8.4,-1.64,21.02,0.46
1.718,-9.4,238,-4,-1.66,20.52,0.44
1.72,-9,225.6,1,-1.63,20.75,0.59
1.722,-0.9,237.3,4.3,-1.52,20.76,0.49
1.724,2.8,228.6,5.6,-1.6,20.79,0.71
1.726,-9.9,219.4,7.1,-1.7,20.64,0.67
1.728,11.3,238.9,16.2,-1.63,20.5,0.2
1.73,3.3,224.9,9.8,-1.52,20.61,0.66
1.732,6.5,220.9,2,-1.62,20.51,0.59
1.734,-5.3,225.2,9.6,-1.47,20.61,0.42
1.736,-13.4,232.1,6,-1.52,20.47,0.67
1.738,13.6,215.2,7.8,-1.38,20.58,0.46
1.74,-5.1,208.4,5.2,-1.4,20.42,0.32
1.742,-3,210.2,7.6,-1.38,20.58,0.45
1.744,-6.3,206.5,3.7,-1.51,20.4,0.5
1.746,-17.8,213.7,3.4,-1.56,20.48,0.48
1.748,-2.7,208.1,4.3,-1.59,20.31,0.48
1.75,-15,206.9,8.5,-1.52,20.4,0.33
1.752,2.1,216.2,5.7,-1.53,20.27,0.4
1.754,8.6,216,16.2,-1.59,20.34,0.73
1.756,-1.8,203.4,4.8,-1.41,20.43,0.63
1.758,-17.1,220,0.4,-1.69,20.16,0.4
1.76,-0.9,200.4,10.5,-1.67,20.37,0.71
1.762,-15.1,197,6.8,-1.72,20.2,0.53
1.764,-12.2,210.2,5.5,-1.81,20.29,0.63
1.766,7.2,187.2,9,-1.91,20.28,0.53
1.768,-5.2,190.8,16.2,-2.01,20.29,0.88
1.77,7.7,211.7,13.6,-1.71,20.28,0.51
1.772,-6.7,205.4,4.3,-1.72,20.29,0.64
1.774,-14.2,202.7,0,-1.9,20.21,0.82
1.776,-14.4,202.5,5.8,-1.76,20.3,0.62
1.778,-7.5,200.9,-1.5,-1.83,20.15,0.66
1.78,-21.9,189,-4,-1.77,20.29,0.71
1.782,-19.7,208.9,3.9,-1.93,20.05,0.7
1.784,-7.4,198.6,-3.7,-1.91,20.18,0.74
1.786,-4.8,204.3,7.7,-1.84,20.2,0.85
1.788,-13.2,209.3,3.4,-2.06,20.15,0.76
1.79,-35.2,198.1,-1.5,-1.84,20.28,0.86
1.792,-15.3,193.3,6,-1.84,20.05,0.69
1.794,-3,211.3,3.4,-1.79,20.13,0.75
1.796,14.9,215.3,10.4,-1.94,20.3,0.97
1.798,6.7,212.2,4,-1.98,20.2,0.81
1.8,-5.5,199,6.3,-1.84,20.45,0.83
1.802,-16.3,194.9,4.8,-1.98,20.15,0.64
1.804,-23,198,-3.4,-1.8,20.21,0.64
1.806,4.8,212.8,5.8,-1.98,20.04,0.77
1.808,6.7,199.1,13,-1.85,20.2,0.72
1.81,-4.1,200.7,1.1,-1.7,20.05,0.47
1.812,-0.6,196.4,4.4,-1.67,20.23,0.72
1.814,-11.2,199.2,-2.5,-1.74,20.04,0.56
1.816,-5.3,200.1,0.9,-1.55,20.34,0.77
1.818,-6.1,200.7,5,-1.87,20.36,0.69
1.82,-3.2,206.3,2.9,-1.64,20.29,0.58
1.822,-15.6,206.4,4.2,-1.59,20.38,0.75
1.824,-5,197.7,0.6,-1.67,20.18,0.48
1.826,-25.6,198.2,1.8,-1.41,20.35,0.66
1.828,4.4,208.8,8.3,-1.6,20.29,0.51
1.83,-3.1,192,7.8,-1.57,20.2,0.56
1.832,-18.8,201,-10.7,-1.28,20.36,0.56
1.834,-22.4,191,-5.3,-1.86,20.15,0.64
1.836,-22.9,177.1,-6.5,-1.48,20.38,0.56
1.838,-10.5,203.4,5.6,-1.48,20.35,0.55
1.84,-10.7,198.1,-0.7,-1.81,20.18,0.4
1.842,-23,169.8,-2.8,-1.43,20.34,0.6
1.844,-26.7,190.1,-0.8,-1.72,20.22,0.2
1.846,1.5,193.9,2.2,-1.58,20.3,0.36
1.848,9.5,185.5,5.1,-1.7,20.27,0.5
1.85,0.9,201.4,1.6,-1.74,20.26,0.05
1.852,-3.9,206.5,7.8,-1.6,20.26,0.39
1.854,-24.4,179.5,0.1,-1.85,20.22,0.32
1.856,-1.4,186.4,4.1,-1.82,20.24,0.03
1.858,-14.7,187.9,-1.5,-1.83,20.32,0.15
1.86,-4.3,169,5.5,-1.64,20.33,0.42
1.862,-13.5,175.7,-1,-1.74,20.05,0.2
1.864,-9.8,194.8,-2.8,-1.78,20.16,0.62
1.866,-4.2,172.7,-1.2,-1.75,20.21,0.68
1.868,-9.5,167.8,0.1,-1.75,20.29,0.35
1.87,-14.9,185.2,-3.5,-1.77,20.16,0.41
